CSD Number,Province Code,Indicator,Indicator Sort,Children Count,Percent,Value Status
3534042,35,Below LIM,1,55,19.3,Reportable
3534042,35,Indigenous Identity,2,20,7.0,Reportable
3534042,35,Parent(s) Less Than High School,3,10,3.508771929824561,Reportable
3534042,35,Immigrant Parent(s),4,35,12.280701754385964,Reportable
3534042,35,Lone Parent,5,60,21.052631578947366,Reportable
3536020,35,Below LIM,1,840,13.5,Reportable
3536020,35,Indigenous Identity,2,390,6.3,Reportable
3536020,35,Parent(s) Less Than High School,3,725,11.68412570507655,Reportable
3536020,35,Immigrant Parent(s),4,1070,17.24415793714746,Reportable
3536020,35,Lone Parent,5,1095,17.647058823529413,Reportable
3536029,35,Below LIM,1,10,50.0,Reportable
3536029,35,Indigenous Identity,2,20,100.0,Reportable
3536029,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3536029,35,Immigrant Parent(s),4,,,Suppressed
3536029,35,Lone Parent,5,,,Missing
3537001,35,Below LIM,1,,,Suppressed
3537001,35,Indigenous Identity,2,0,0.0,Reportable
3537001,35,Parent(s) Less Than High School,3,0,,Reportable
3537001,35,Immigrant Parent(s),4,0,,Reportable
3537001,35,Lone Parent,5,0,,Reportable
3537003,35,Below LIM,1,340,16.7,Reportable
3537003,35,Indigenous Identity,2,20,1.0,Reportable
3537003,35,Parent(s) Less Than High School,3,675,33.169533169533175,Reportable
3537003,35,Immigrant Parent(s),4,1060,52.08845208845209,Reportable
3537003,35,Lone Parent,5,350,17.1990171990172,Reportable
3537013,35,Below LIM,1,65,5.1,Reportable
3537013,35,Indigenous Identity,2,25,2.0,Reportable
3537013,35,Parent(s) Less Than High School,3,185,14.566929133858267,Reportable
3537013,35,Immigrant Parent(s),4,260,20.47244094488189,Reportable
3537013,35,Lone Parent,5,125,9.84251968503937,Reportable
3537016,35,Below LIM,1,85,7.3,Reportable
3537016,35,Indigenous Identity,2,60,5.1,Reportable
3537016,35,Parent(s) Less Than High School,3,40,3.404255319148936,Reportable
3537016,35,Immigrant Parent(s),4,140,11.914893617021278,Reportable
3537016,35,Lone Parent,5,205,17.4468085106383,Reportable
3537028,35,Below LIM,1,100,7.1,Reportable
3537028,35,Indigenous Identity,2,65,4.6,Reportable
3537028,35,Parent(s) Less Than High School,3,20,1.4285714285714286,Reportable
3537028,35,Immigrant Parent(s),4,175,12.5,Reportable
3537028,35,Lone Parent,5,225,16.071428571428573,Reportable
3537034,35,Below LIM,1,90,4.9,Reportable
3537034,35,Indigenous Identity,2,30,1.6,Reportable
3537034,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3537034,35,Immigrant Parent(s),4,670,36.71232876712329,Reportable
3537034,35,Lone Parent,5,155,8.493150684931507,Reportable
3537039,35,Below LIM,1,3075,23.1,Reportable
3537039,35,Indigenous Identity,2,580,4.3,Reportable
3537039,35,Parent(s) Less Than High School,3,1430,10.715623829149495,Reportable
3537039,35,Immigrant Parent(s),4,6065,45.447733233420756,Reportable
3537039,35,Lone Parent,5,3270,24.503559385537656,Reportable
3537048,35,Below LIM,1,60,4.8,Reportable
3537048,35,Indigenous Identity,2,10,0.8,Reportable
3537048,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3537048,35,Immigrant Parent(s),4,350,28.225806451612907,Reportable
3537048,35,Lone Parent,5,155,12.5,Reportable
3537064,35,Below LIM,1,140,5.9,Reportable
3537064,35,Indigenous Identity,2,40,1.7,Reportable
3537064,35,Parent(s) Less Than High School,3,105,4.430379746835443,Reportable
3537064,35,Immigrant Parent(s),4,610,25.738396624472575,Reportable
3537064,35,Lone Parent,5,225,9.49367088607595,Reportable
3538003,35,Below LIM,1,55,5.9,Reportable
3538003,35,Indigenous Identity,2,45,4.8,Reportable
3538003,35,Parent(s) Less Than High School,3,15,1.6129032258064515,Reportable
3538003,35,Immigrant Parent(s),4,20,2.1505376344086025,Reportable
3538003,35,Lone Parent,5,115,12.365591397849462,Reportable
3538004,35,Below LIM,1,,,Missing
3538004,35,Indigenous Identity,2,,,Missing
3538004,35,Parent(s) Less Than High School,3,,,Suppressed
3538004,35,Immigrant Parent(s),4,,,Suppressed
3538004,35,Lone Parent,5,,,Missing
3538007,35,Below LIM,1,25,20.0,Reportable
3538007,35,Indigenous Identity,2,0,0.0,Reportable
3538007,35,Parent(s) Less Than High School,3,15,12.5,Reportable
3538007,35,Immigrant Parent(s),4,25,20.833333333333336,Reportable
3538007,35,Lone Parent,5,10,8.333333333333332,Reportable
3538015,35,Below LIM,1,0,0.0,Reportable
3538015,35,Indigenous Identity,2,0,0.0,Reportable
3538015,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538015,35,Immigrant Parent(s),4,0,0.0,Reportable
3538015,35,Lone Parent,5,25,15.625,Reportable
3538016,35,Below LIM,1,0,0.0,Reportable
3538016,35,Indigenous Identity,2,10,7.1,Reportable
3538016,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538016,35,Immigrant Parent(s),4,0,0.0,Reportable
3538016,35,Lone Parent,5,0,0.0,Reportable
3538018,35,Below LIM,1,0,0.0,Reportable
3538018,35,Indigenous Identity,2,0,0.0,Reportable
3538018,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538018,35,Immigrant Parent(s),4,0,0.0,Reportable
3538018,35,Lone Parent,5,0,0.0,Reportable
3538019,35,Below LIM,1,45,10.6,Reportable
3538019,35,Indigenous Identity,2,15,3.5,Reportable
3538019,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538019,35,Immigrant Parent(s),4,55,12.941176470588237,Reportable
3538019,35,Lone Parent,5,90,21.176470588235293,Reportable
3538025,35,Below LIM,1,15,33.3,Reportable
3538025,35,Indigenous Identity,2,40,88.9,Reportable
3538025,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538025,35,Immigrant Parent(s),4,,,Suppressed
3538025,35,Lone Parent,5,,,Missing
3538030,35,Below LIM,1,520,13.4,Reportable
3538030,35,Indigenous Identity,2,220,5.7,Reportable
3538030,35,Parent(s) Less Than High School,3,125,3.2133676092544987,Reportable
3538030,35,Immigrant Parent(s),4,460,11.825192802056556,Reportable
3538030,35,Lone Parent,5,825,21.20822622107969,Reportable
3538031,35,Below LIM,1,0,0.0,Reportable
3538031,35,Indigenous Identity,2,0,0.0,Reportable
3538031,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538031,35,Immigrant Parent(s),4,10,11.76470588235294,Reportable
3538031,35,Lone Parent,5,10,11.76470588235294,Reportable
3538035,35,Below LIM,1,55,8.4,Reportable
3538035,35,Indigenous Identity,2,0,0.0,Reportable
3538035,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538035,35,Immigrant Parent(s),4,20,3.0534351145038165,Reportable
3538035,35,Lone Parent,5,80,12.213740458015266,Reportable
3538040,35,Below LIM,1,95,17.8,Reportable
3538040,35,Indigenous Identity,2,40,7.5,Reportable
3538040,35,Parent(s) Less Than High School,3,30,5.607476635514018,Reportable
3538040,35,Immigrant Parent(s),4,50,9.345794392523365,Reportable
3538040,35,Lone Parent,5,95,17.75700934579439,Reportable
3538043,35,Below LIM,1,0,0.0,Reportable
3538043,35,Indigenous Identity,2,20,6.1,Reportable
3538043,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3538043,35,Immigrant Parent(s),4,30,8.955223880597014,Reportable
3538043,35,Lone Parent,5,25,7.462686567164178,Reportable
3538056,35,Below LIM,1,15,21.4,Reportable
3538056,35,Indigenous Identity,2,65,92.9,Reportable
3538056,35,Parent(s) Less Than High School,3,10,14.285714285714285,Reportable
3538056,35,Immigrant Parent(s),4,,,Suppressed
3538056,35,Lone Parent,5,,,Missing
3539002,35,Below LIM,1,0,0.0,Reportable
3539002,35,Indigenous Identity,2,0,0.0,Reportable
3539002,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3539002,35,Immigrant Parent(s),4,0,0.0,Reportable
3539002,35,Lone Parent,5,0,0.0,Reportable
3539005,35,Below LIM,1,40,9.1,Reportable
3539005,35,Indigenous Identity,2,30,6.8,Reportable
3539005,35,Parent(s) Less Than High School,3,25,5.617977528089887,Reportable
3539005,35,Immigrant Parent(s),4,20,4.49438202247191,Reportable
3539005,35,Lone Parent,5,35,7.865168539325842,Reportable
3539015,35,Below LIM,1,125,8.3,Reportable
3539015,35,Indigenous Identity,2,65,4.3,Reportable
3539015,35,Parent(s) Less Than High School,3,60,4.0,Reportable
3539015,35,Immigrant Parent(s),4,175,11.666666666666666,Reportable
3539015,35,Lone Parent,5,155,10.333333333333334,Reportable
3539017,35,Below LIM,1,,,Missing
3539017,35,Indigenous Identity,2,,,Missing
3539017,35,Parent(s) Less Than High School,3,,,Suppressed
3539017,35,Immigrant Parent(s),4,,,Suppressed
3539017,35,Lone Parent,5,,,Missing
3539018,35,Below LIM,1,,,Suppressed
3539018,35,Indigenous Identity,2,10,100.0,Reportable
3539018,35,Parent(s) Less Than High School,3,0,,Reportable
3539018,35,Immigrant Parent(s),4,,,Suppressed
3539018,35,Lone Parent,5,,,Missing
3539021,35,Below LIM,1,,,Missing
3539021,35,Indigenous Identity,2,,,Missing
3539021,35,Parent(s) Less Than High School,3,,,Suppressed
3539021,35,Immigrant Parent(s),4,,,Suppressed
3539021,35,Lone Parent,5,,,Missing
3539027,35,Below LIM,1,65,8.0,Reportable
3539027,35,Indigenous Identity,2,0,0.0,Reportable
3539027,35,Parent(s) Less Than High School,3,50,6.172839506172839,Reportable
3539027,35,Immigrant Parent(s),4,75,9.25925925925926,Reportable
3539027,35,Lone Parent,5,65,8.024691358024691,Reportable
3539033,35,Below LIM,1,70,5.5,Reportable
3539033,35,Indigenous Identity,2,25,2.0,Reportable
3539033,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3539033,35,Immigrant Parent(s),4,215,16.796875,Reportable
3539033,35,Lone Parent,5,55,4.296875,Reportable
3539036,35,Below LIM,1,4805,18.9,Reportable
3539036,35,Indigenous Identity,2,1010,4.0,Reportable
3539036,35,Parent(s) Less Than High School,3,1925,7.569799449469131,Reportable
3539036,35,Immigrant Parent(s),4,10535,41.42744789618561,Reportable
3539036,35,Lone Parent,5,4550,17.892253244199765,Reportable
3539041,35,Below LIM,1,35,8.0,Reportable
3539041,35,Indigenous Identity,2,0,0.0,Reportable
3539041,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3539041,35,Immigrant Parent(s),4,25,5.681818181818182,Reportable
3539041,35,Lone Parent,5,45,10.227272727272728,Reportable
3539047,35,Below LIM,1,0,0.0,Reportable
3539047,35,Indigenous Identity,2,0,0.0,Reportable
3539047,35,Parent(s) Less Than High School,3,15,6.382978723404255,Reportable
3539047,35,Immigrant Parent(s),4,35,14.893617021276595,Reportable
3539047,35,Lone Parent,5,0,0.0,Reportable
3539060,35,Below LIM,1,20,3.7,Reportable
3539060,35,Indigenous Identity,2,0,0.0,Reportable
3539060,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3539060,35,Immigrant Parent(s),4,60,11.009174311926607,Reportable
3539060,35,Lone Parent,5,35,6.422018348623854,Reportable
3540005,35,Below LIM,1,40,7.0,Reportable
3540005,35,Indigenous Identity,2,20,3.5,Reportable
3540005,35,Parent(s) Less Than High School,3,20,3.5398230088495577,Reportable
3540005,35,Immigrant Parent(s),4,85,15.04424778761062,Reportable
3540005,35,Lone Parent,5,65,11.504424778761061,Reportable
3540010,35,Below LIM,1,50,10.5,Reportable
3540010,35,Indigenous Identity,2,10,2.1,Reportable
3540010,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3540010,35,Immigrant Parent(s),4,45,9.473684210526317,Reportable
3540010,35,Lone Parent,5,70,14.736842105263156,Reportable
3540025,35,Below LIM,1,45,9.5,Reportable
3540025,35,Indigenous Identity,2,10,2.1,Reportable
3540025,35,Parent(s) Less Than High School,3,25,5.263157894736842,Reportable
3540025,35,Immigrant Parent(s),4,35,7.368421052631578,Reportable
3540025,35,Lone Parent,5,70,14.736842105263156,Reportable
3540028,35,Below LIM,1,45,13.6,Reportable
3540028,35,Indigenous Identity,2,0,0.0,Reportable
3540028,35,Parent(s) Less Than High School,3,10,3.0303030303030303,Reportable
3540028,35,Immigrant Parent(s),4,10,3.0303030303030303,Reportable
3540028,35,Lone Parent,5,70,21.21212121212121,Reportable
3540040,35,Below LIM,1,110,13.8,Reportable
3540040,35,Indigenous Identity,2,30,3.8,Reportable
3540040,35,Parent(s) Less Than High School,3,135,16.9811320754717,Reportable
3540040,35,Immigrant Parent(s),4,160,20.125786163522015,Reportable
3540040,35,Lone Parent,5,90,11.320754716981133,Reportable
3540046,35,Below LIM,1,135,34.2,Reportable
3540046,35,Indigenous Identity,2,0,0.0,Reportable
3540046,35,Parent(s) Less Than High School,3,200,50.0,Reportable
3540046,35,Immigrant Parent(s),4,30,7.5,Reportable
3540046,35,Lone Parent,5,20,5.0,Reportable
3540050,35,Below LIM,1,80,27.6,Reportable
3540050,35,Indigenous Identity,2,0,0.0,Reportable
3540050,35,Parent(s) Less Than High School,3,85,29.310344827586203,Reportable
3540050,35,Immigrant Parent(s),4,75,25.862068965517242,Reportable
3540050,35,Lone Parent,5,0,0.0,Reportable
3540055,35,Below LIM,1,60,20.3,Reportable
3540055,35,Indigenous Identity,2,10,3.4,Reportable
3540055,35,Parent(s) Less Than High School,3,80,27.11864406779661,Reportable
3540055,35,Immigrant Parent(s),4,40,13.559322033898304,Reportable
3540055,35,Lone Parent,5,40,13.559322033898304,Reportable
3540063,35,Below LIM,1,205,44.6,Reportable
3540063,35,Indigenous Identity,2,0,0.0,Reportable
3540063,35,Parent(s) Less Than High School,3,155,33.69565217391305,Reportable
3540063,35,Immigrant Parent(s),4,30,6.521739130434782,Reportable
3540063,35,Lone Parent,5,25,5.434782608695652,Reportable
3541004,35,Below LIM,1,50,11.1,Reportable
3541004,35,Indigenous Identity,2,0,0.0,Reportable
3541004,35,Parent(s) Less Than High School,3,35,7.777777777777778,Reportable
3541004,35,Immigrant Parent(s),4,0,0.0,Reportable
3541004,35,Lone Parent,5,40,8.88888888888889,Reportable
3541015,35,Below LIM,1,155,26.7,Reportable
3541015,35,Indigenous Identity,2,15,2.6,Reportable
3541015,35,Parent(s) Less Than High School,3,130,22.608695652173914,Reportable
3541015,35,Immigrant Parent(s),4,15,2.608695652173913,Reportable
3541015,35,Lone Parent,5,70,12.173913043478262,Reportable
3541024,35,Below LIM,1,105,12.4,Reportable
3541024,35,Indigenous Identity,2,40,4.7,Reportable
3541024,35,Parent(s) Less Than High School,3,45,5.325443786982249,Reportable
3541024,35,Immigrant Parent(s),4,105,12.42603550295858,Reportable
3541024,35,Lone Parent,5,60,7.100591715976331,Reportable
3541032,35,Below LIM,1,60,8.7,Reportable
3541032,35,Indigenous Identity,2,15,2.2,Reportable
3541032,35,Parent(s) Less Than High School,3,50,7.2992700729927,Reportable
3541032,35,Immigrant Parent(s),4,55,8.02919708029197,Reportable
3541032,35,Lone Parent,5,90,13.138686131386862,Reportable
3541043,35,Below LIM,1,85,14.7,Reportable
3541043,35,Indigenous Identity,2,0,0.0,Reportable
3541043,35,Parent(s) Less Than High School,3,130,22.22222222222222,Reportable
3541043,35,Immigrant Parent(s),4,10,1.7094017094017095,Reportable
3541043,35,Lone Parent,5,55,9.401709401709402,Reportable
3541045,35,Below LIM,1,95,9.1,Reportable
3541045,35,Indigenous Identity,2,55,5.2,Reportable
3541045,35,Parent(s) Less Than High School,3,30,2.857142857142857,Reportable
3541045,35,Immigrant Parent(s),4,230,21.904761904761905,Reportable
3541045,35,Lone Parent,5,85,8.095238095238095,Reportable
3541055,35,Below LIM,1,95,25.3,Reportable
3541055,35,Indigenous Identity,2,30,8.0,Reportable
3541055,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3541055,35,Immigrant Parent(s),4,20,5.263157894736842,Reportable
3541055,35,Lone Parent,5,90,23.684210526315788,Reportable
3541056,35,Below LIM,1,,,Suppressed
3541056,35,Indigenous Identity,2,,,Suppressed
3541056,35,Parent(s) Less Than High School,3,,,Suppressed
3541056,35,Immigrant Parent(s),4,,,Suppressed
3541056,35,Lone Parent,5,,,Suppressed
3541057,35,Below LIM,1,15,30.0,Reportable
3541057,35,Indigenous Identity,2,50,100.0,Reportable
3541057,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3541057,35,Immigrant Parent(s),4,,,Suppressed
3541057,35,Lone Parent,5,,,Missing
3541060,35,Below LIM,1,15,50.0,Reportable
3541060,35,Indigenous Identity,2,35,100.0,Reportable
3541060,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3541060,35,Immigrant Parent(s),4,,,Suppressed
3541060,35,Lone Parent,5,,,Missing
3541069,35,Below LIM,1,0,0.0,Reportable
3541069,35,Indigenous Identity,2,10,6.7,Reportable
3541069,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3541069,35,Immigrant Parent(s),4,0,0.0,Reportable
3541069,35,Lone Parent,5,20,13.333333333333334,Reportable
3542004,35,Below LIM,1,125,15.3,Reportable
3542004,35,Indigenous Identity,2,15,1.8,Reportable
3542004,35,Parent(s) Less Than High School,3,190,23.456790123456788,Reportable
3542004,35,Immigrant Parent(s),4,45,5.555555555555555,Reportable
3542004,35,Lone Parent,5,100,12.345679012345679,Reportable
3542005,35,Below LIM,1,200,23.1,Reportable
3542005,35,Indigenous Identity,2,0,0.0,Reportable
3542005,35,Parent(s) Less Than High School,3,375,43.103448275862064,Reportable
3542005,35,Immigrant Parent(s),4,190,21.839080459770116,Reportable
3542005,35,Lone Parent,5,80,9.195402298850574,Reportable
3542015,35,Below LIM,1,115,15.3,Reportable
3542015,35,Indigenous Identity,2,20,2.7,Reportable
3542015,35,Parent(s) Less Than High School,3,295,39.33333333333333,Reportable
3542015,35,Immigrant Parent(s),4,25,3.3333333333333335,Reportable
3542015,35,Lone Parent,5,85,11.333333333333332,Reportable
3542029,35,Below LIM,1,40,9.6,Reportable
3542029,35,Indigenous Identity,2,0,0.0,Reportable
3542029,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3542029,35,Immigrant Parent(s),4,25,6.024096385542169,Reportable
3542029,35,Lone Parent,5,60,14.457831325301203,Reportable
3542037,35,Below LIM,1,130,25.0,Reportable
3542037,35,Indigenous Identity,2,0,0.0,Reportable
3542037,35,Parent(s) Less Than High School,3,135,25.961538461538463,Reportable
3542037,35,Immigrant Parent(s),4,25,4.807692307692308,Reportable
3542037,35,Lone Parent,5,35,6.730769230769231,Reportable
3542045,35,Below LIM,1,35,11.3,Reportable
3542045,35,Indigenous Identity,2,0,0.0,Reportable
3542045,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3542045,35,Immigrant Parent(s),4,40,12.903225806451612,Reportable
3542045,35,Lone Parent,5,30,9.67741935483871,Reportable
3542047,35,Below LIM,1,65,11.7,Reportable
3542047,35,Indigenous Identity,2,45,8.1,Reportable
3542047,35,Parent(s) Less Than High School,3,30,5.454545454545454,Reportable
3542047,35,Immigrant Parent(s),4,50,9.090909090909092,Reportable
3542047,35,Lone Parent,5,90,16.363636363636363,Reportable
3542053,35,Below LIM,1,30,5.5,Reportable
3542053,35,Indigenous Identity,2,25,4.6,Reportable
3542053,35,Parent(s) Less Than High School,3,20,3.669724770642202,Reportable
3542053,35,Immigrant Parent(s),4,40,7.339449541284404,Reportable
3542053,35,Lone Parent,5,45,8.256880733944955,Reportable
3542059,35,Below LIM,1,200,17.4,Reportable
3542059,35,Indigenous Identity,2,65,5.7,Reportable
3542059,35,Parent(s) Less Than High School,3,120,10.434782608695652,Reportable
3542059,35,Immigrant Parent(s),4,165,14.347826086956522,Reportable
3542059,35,Lone Parent,5,305,26.521739130434785,Reportable
3543003,35,Below LIM,1,35,6.0,Reportable
3543003,35,Indigenous Identity,2,10,1.7,Reportable
3543003,35,Parent(s) Less Than High School,3,25,4.273504273504273,Reportable
3543003,35,Immigrant Parent(s),4,90,15.384615384615385,Reportable
3543003,35,Lone Parent,5,55,9.401709401709402,Reportable
3543005,35,Below LIM,1,70,7.8,Reportable
3543005,35,Indigenous Identity,2,50,5.6,Reportable
3543005,35,Parent(s) Less Than High School,3,25,2.8089887640449436,Reportable
3543005,35,Immigrant Parent(s),4,85,9.550561797752808,Reportable
3543005,35,Lone Parent,5,160,17.97752808988764,Reportable
3543007,35,Below LIM,1,265,7.4,Reportable
3543007,35,Indigenous Identity,2,50,1.4,Reportable
3543007,35,Parent(s) Less Than High School,3,80,2.244039270687237,Reportable
3543007,35,Immigrant Parent(s),4,1220,34.22159887798036,Reportable
3543007,35,Lone Parent,5,425,11.921458625525947,Reportable
3543009,35,Below LIM,1,65,4.7,Reportable
3543009,35,Indigenous Identity,2,25,1.8,Reportable
3543009,35,Parent(s) Less Than High School,3,35,2.5454545454545454,Reportable
3543009,35,Immigrant Parent(s),4,175,12.727272727272727,Reportable
3543009,35,Lone Parent,5,120,8.727272727272728,Reportable
3543014,35,Below LIM,1,310,8.5,Reportable
3543014,35,Indigenous Identity,2,60,1.6,Reportable
3543014,35,Parent(s) Less Than High School,3,155,4.264099037138927,Reportable
3543014,35,Immigrant Parent(s),4,1775,48.830811554332875,Reportable
3543014,35,Lone Parent,5,355,9.766162310866575,Reportable
3543015,35,Below LIM,1,70,8.7,Reportable
3543015,35,Indigenous Identity,2,90,11.2,Reportable
3543015,35,Parent(s) Less Than High School,3,35,4.3478260869565215,Reportable
3543015,35,Immigrant Parent(s),4,40,4.968944099378882,Reportable
3543015,35,Lone Parent,5,70,8.695652173913043,Reportable
3543017,35,Below LIM,1,270,9.1,Reportable
3543017,35,Indigenous Identity,2,100,3.4,Reportable
3543017,35,Parent(s) Less Than High School,3,100,3.372681281618887,Reportable
3543017,35,Immigrant Parent(s),4,1005,33.895446880269816,Reportable
3543017,35,Lone Parent,5,450,15.177065767284992,Reportable
3543019,35,Below LIM,1,45,10.5,Reportable
3543019,35,Indigenous Identity,2,45,10.5,Reportable
3543019,35,Parent(s) Less Than High School,3,30,7.0588235294117645,Reportable
3543019,35,Immigrant Parent(s),4,10,2.3529411764705883,Reportable
3543019,35,Lone Parent,5,75,17.647058823529413,Reportable
3543021,35,Below LIM,1,65,3.6,Reportable
3543021,35,Indigenous Identity,2,55,3.1,Reportable
3543021,35,Parent(s) Less Than High School,3,95,5.2924791086350975,Reportable
3543021,35,Immigrant Parent(s),4,390,21.72701949860724,Reportable
3543021,35,Lone Parent,5,160,8.913649025069638,Reportable
3543023,35,Below LIM,1,95,7.7,Reportable
3543023,35,Indigenous Identity,2,40,3.2,Reportable
3543023,35,Parent(s) Less Than High School,3,20,1.6064257028112447,Reportable
3543023,35,Immigrant Parent(s),4,85,6.827309236947792,Reportable
3543023,35,Lone Parent,5,95,7.630522088353414,Reportable
3543031,35,Below LIM,1,130,10.9,Reportable
3543031,35,Indigenous Identity,2,55,4.6,Reportable
3543031,35,Parent(s) Less Than High School,3,30,2.5210084033613445,Reportable
3543031,35,Immigrant Parent(s),4,140,11.76470588235294,Reportable
3543031,35,Lone Parent,5,185,15.546218487394958,Reportable
3543042,35,Below LIM,1,990,11.1,Reportable
3543042,35,Indigenous Identity,2,410,4.6,Reportable
3543042,35,Parent(s) Less Than High School,3,385,4.29927414852038,Reportable
3543042,35,Immigrant Parent(s),4,2705,30.206588498045782,Reportable
3543042,35,Lone Parent,5,1620,18.090452261306535,Reportable
3543050,35,Below LIM,1,0,0.0,Reportable
3543050,35,Indigenous Identity,2,40,72.7,Reportable
3543050,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3543050,35,Immigrant Parent(s),4,,,Suppressed
3543050,35,Lone Parent,5,,,Missing
3543052,35,Below LIM,1,260,14.6,Reportable
3543052,35,Indigenous Identity,2,180,10.1,Reportable
3543052,35,Parent(s) Less Than High School,3,115,6.460674157303371,Reportable
3543052,35,Immigrant Parent(s),4,255,14.325842696629213,Reportable
3543052,35,Lone Parent,5,475,26.685393258426966,Reportable
3543064,35,Below LIM,1,125,11.9,Reportable
3543064,35,Indigenous Identity,2,15,1.4,Reportable
3543064,35,Parent(s) Less Than High School,3,80,7.6190476190476195,Reportable
3543064,35,Immigrant Parent(s),4,190,18.095238095238095,Reportable
3543064,35,Lone Parent,5,200,19.047619047619047,Reportable
3543068,35,Below LIM,1,35,6.7,Reportable
3543068,35,Indigenous Identity,2,105,20.2,Reportable
3543068,35,Parent(s) Less Than High School,3,20,3.8461538461538463,Reportable
3543068,35,Immigrant Parent(s),4,40,7.6923076923076925,Reportable
3543068,35,Lone Parent,5,60,11.538461538461538,Reportable
3543069,35,Below LIM,1,25,45.5,Reportable
3543069,35,Indigenous Identity,2,50,90.9,Reportable
3543069,35,Parent(s) Less Than High School,3,10,20.0,Reportable
3543069,35,Immigrant Parent(s),4,,,Suppressed
3543069,35,Lone Parent,5,,,Missing
3543070,35,Below LIM,1,,,Suppressed
3543070,35,Indigenous Identity,2,,,Suppressed
3543070,35,Parent(s) Less Than High School,3,,,Suppressed
3543070,35,Immigrant Parent(s),4,,,Suppressed
3543070,35,Lone Parent,5,,,Suppressed
3543071,35,Below LIM,1,0,0.0,Reportable
3543071,35,Indigenous Identity,2,145,25.0,Reportable
3543071,35,Parent(s) Less Than High School,3,20,3.4782608695652173,Reportable
3543071,35,Immigrant Parent(s),4,10,1.7391304347826086,Reportable
3543071,35,Lone Parent,5,60,10.434782608695652,Reportable
3543072,35,Below LIM,1,40,11.6,Reportable
3543072,35,Indigenous Identity,2,90,26.1,Reportable
3543072,35,Parent(s) Less Than High School,3,10,2.941176470588235,Reportable
3543072,35,Immigrant Parent(s),4,25,7.352941176470589,Reportable
3543072,35,Lone Parent,5,80,23.52941176470588,Reportable
3543074,35,Below LIM,1,190,20.8,Reportable
3543074,35,Indigenous Identity,2,165,18.0,Reportable
3543074,35,Parent(s) Less Than High School,3,35,3.825136612021858,Reportable
3543074,35,Immigrant Parent(s),4,115,12.568306010928962,Reportable
3543074,35,Lone Parent,5,240,26.229508196721312,Reportable
3544002,35,Below LIM,1,85,15.0,Reportable
3544002,35,Indigenous Identity,2,25,4.4,Reportable
3544002,35,Parent(s) Less Than High School,3,35,6.25,Reportable
3544002,35,Immigrant Parent(s),4,0,0.0,Reportable
3544002,35,Lone Parent,5,105,18.75,Reportable
3544018,35,Below LIM,1,55,6.6,Reportable
3544018,35,Indigenous Identity,2,40,4.8,Reportable
3544018,35,Parent(s) Less Than High School,3,10,1.2048192771084338,Reportable
3544018,35,Immigrant Parent(s),4,65,7.83132530120482,Reportable
3544018,35,Lone Parent,5,120,14.457831325301203,Reportable
3544027,35,Below LIM,1,0,0.0,Reportable
3544027,35,Indigenous Identity,2,10,6.7,Reportable
3544027,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3544027,35,Immigrant Parent(s),4,0,0.0,Reportable
3544027,35,Lone Parent,5,15,10.344827586206897,Reportable
3544042,35,Below LIM,1,80,7.5,Reportable
3544042,35,Indigenous Identity,2,70,6.6,Reportable
3544042,35,Parent(s) Less Than High School,3,35,3.30188679245283,Reportable
3544042,35,Immigrant Parent(s),4,105,9.90566037735849,Reportable
3544042,35,Lone Parent,5,110,10.377358490566039,Reportable
3544053,35,Below LIM,1,30,8.2,Reportable
3544053,35,Indigenous Identity,2,45,12.3,Reportable
3544053,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3544053,35,Immigrant Parent(s),4,0,0.0,Reportable
3544053,35,Lone Parent,5,40,10.95890410958904,Reportable
3544065,35,Below LIM,1,0,0.0,Reportable
3544065,35,Indigenous Identity,2,25,31.3,Reportable
3544065,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3544065,35,Immigrant Parent(s),4,0,0.0,Reportable
3544065,35,Lone Parent,5,0,0.0,Reportable
3544071,35,Below LIM,1,,,Missing
3544071,35,Indigenous Identity,2,,,Missing
3544071,35,Parent(s) Less Than High School,3,,,Suppressed
