CSD Number,Province Code,Indicator,Indicator Sort,Children Count,Percent,Value Status
3544071,35,Immigrant Parent(s),4,,,Suppressed
3544071,35,Lone Parent,5,,,Missing
3544073,35,Below LIM,1,,,Suppressed
3544073,35,Indigenous Identity,2,25,100.0,Reportable
3544073,35,Parent(s) Less Than High School,3,0,,Reportable
3544073,35,Immigrant Parent(s),4,,,Suppressed
3544073,35,Lone Parent,5,,,Missing
3546005,35,Below LIM,1,0,0.0,Reportable
3546005,35,Indigenous Identity,2,45,40.9,Reportable
3546005,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3546005,35,Immigrant Parent(s),4,0,0.0,Reportable
3546005,35,Lone Parent,5,25,22.727272727272727,Reportable
3546015,35,Below LIM,1,0,0.0,Reportable
3546015,35,Indigenous Identity,2,0,0.0,Reportable
3546015,35,Parent(s) Less Than High School,3,35,12.280701754385964,Reportable
3546015,35,Immigrant Parent(s),4,10,3.508771929824561,Reportable
3546015,35,Lone Parent,5,40,14.035087719298245,Reportable
3546018,35,Below LIM,1,0,0.0,Reportable
3546018,35,Indigenous Identity,2,0,0.0,Reportable
3546018,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3546018,35,Immigrant Parent(s),4,0,0.0,Reportable
3546018,35,Lone Parent,5,10,28.57142857142857,Reportable
3546024,35,Below LIM,1,40,17.0,Reportable
3546024,35,Indigenous Identity,2,0,0.0,Reportable
3546024,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3546024,35,Immigrant Parent(s),4,20,8.51063829787234,Reportable
3546024,35,Lone Parent,5,15,6.382978723404255,Reportable
3547002,35,Below LIM,1,75,12.0,Reportable
3547002,35,Indigenous Identity,2,65,10.4,Reportable
3547002,35,Parent(s) Less Than High School,3,25,4.0,Reportable
3547002,35,Immigrant Parent(s),4,90,14.399999999999999,Reportable
3547002,35,Lone Parent,5,120,19.2,Reportable
3547003,35,Below LIM,1,25,5.4,Reportable
3547003,35,Indigenous Identity,2,35,7.6,Reportable
3547003,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547003,35,Immigrant Parent(s),4,20,4.301075268817205,Reportable
3547003,35,Lone Parent,5,45,9.67741935483871,Reportable
3547008,35,Below LIM,1,0,0.0,Reportable
3547008,35,Indigenous Identity,2,15,10.7,Reportable
3547008,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547008,35,Immigrant Parent(s),4,0,0.0,Reportable
3547008,35,Lone Parent,5,25,17.24137931034483,Reportable
3547020,35,Below LIM,1,0,0.0,Reportable
3547020,35,Indigenous Identity,2,0,0.0,Reportable
3547020,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547020,35,Immigrant Parent(s),4,0,0.0,Reportable
3547020,35,Lone Parent,5,0,0.0,Reportable
3547030,35,Below LIM,1,35,20.0,Reportable
3547030,35,Indigenous Identity,2,30,17.1,Reportable
3547030,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547030,35,Immigrant Parent(s),4,15,8.333333333333332,Reportable
3547030,35,Lone Parent,5,50,27.77777777777778,Reportable
3547033,35,Below LIM,1,0,0.0,Reportable
3547033,35,Indigenous Identity,2,20,19.1,Reportable
3547033,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547033,35,Immigrant Parent(s),4,0,0.0,Reportable
3547033,35,Lone Parent,5,30,28.57142857142857,Reportable
3547035,35,Below LIM,1,35,15.9,Reportable
3547035,35,Indigenous Identity,2,15,6.8,Reportable
3547035,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547035,35,Immigrant Parent(s),4,15,6.8181818181818175,Reportable
3547035,35,Lone Parent,5,20,9.090909090909092,Reportable
3547037,35,Below LIM,1,15,37.5,Reportable
3547037,35,Indigenous Identity,2,40,100.0,Reportable
3547037,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547037,35,Immigrant Parent(s),4,,,Suppressed
3547037,35,Lone Parent,5,,,Missing
3547043,35,Below LIM,1,45,21.9,Reportable
3547043,35,Indigenous Identity,2,0,0.0,Reportable
3547043,35,Parent(s) Less Than High School,3,35,17.073170731707318,Reportable
3547043,35,Immigrant Parent(s),4,0,0.0,Reportable
3547043,35,Lone Parent,5,30,14.634146341463413,Reportable
3547046,35,Below LIM,1,0,0.0,Reportable
3547046,35,Indigenous Identity,2,15,9.7,Reportable
3547046,35,Parent(s) Less Than High School,3,10,6.451612903225806,Reportable
3547046,35,Immigrant Parent(s),4,0,0.0,Reportable
3547046,35,Lone Parent,5,30,19.35483870967742,Reportable
3547048,35,Below LIM,1,95,27.1,Reportable
3547048,35,Indigenous Identity,2,20,5.7,Reportable
3547048,35,Parent(s) Less Than High School,3,15,4.285714285714286,Reportable
3547048,35,Immigrant Parent(s),4,15,4.285714285714286,Reportable
3547048,35,Lone Parent,5,115,32.857142857142854,Reportable
3547056,35,Below LIM,1,45,10.3,Reportable
3547056,35,Indigenous Identity,2,55,12.6,Reportable
3547056,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547056,35,Immigrant Parent(s),4,0,0.0,Reportable
3547056,35,Lone Parent,5,55,12.5,Reportable
3547064,35,Below LIM,1,160,19.4,Reportable
3547064,35,Indigenous Identity,2,110,13.3,Reportable
3547064,35,Parent(s) Less Than High School,3,35,4.242424242424243,Reportable
3547064,35,Immigrant Parent(s),4,40,4.848484848484849,Reportable
3547064,35,Lone Parent,5,250,30.303030303030305,Reportable
3547070,35,Below LIM,1,30,17.6,Reportable
3547070,35,Indigenous Identity,2,10,5.9,Reportable
3547070,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547070,35,Immigrant Parent(s),4,15,9.090909090909092,Reportable
3547070,35,Lone Parent,5,10,6.0606060606060606,Reportable
3547075,35,Below LIM,1,35,5.8,Reportable
3547075,35,Indigenous Identity,2,55,9.2,Reportable
3547075,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547075,35,Immigrant Parent(s),4,30,5.042016806722689,Reportable
3547075,35,Lone Parent,5,70,11.76470588235294,Reportable
3547076,35,Below LIM,1,75,4.3,Reportable
3547076,35,Indigenous Identity,2,75,4.3,Reportable
3547076,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547076,35,Immigrant Parent(s),4,155,8.985507246376812,Reportable
3547076,35,Lone Parent,5,135,7.82608695652174,Reportable
3547090,35,Below LIM,1,0,0.0,Reportable
3547090,35,Indigenous Identity,2,15,7.5,Reportable
3547090,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547090,35,Immigrant Parent(s),4,10,5.0,Reportable
3547090,35,Lone Parent,5,30,15.0,Reportable
3547096,35,Below LIM,1,25,10.0,Reportable
3547096,35,Indigenous Identity,2,20,8.0,Reportable
3547096,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3547096,35,Immigrant Parent(s),4,20,8.0,Reportable
3547096,35,Lone Parent,5,45,18.0,Reportable
3547098,35,Below LIM,1,,,Suppressed
3547098,35,Indigenous Identity,2,0,0.0,Reportable
3547098,35,Parent(s) Less Than High School,3,0,,Reportable
3547098,35,Immigrant Parent(s),4,0,,Reportable
3547098,35,Lone Parent,5,0,,Reportable
3548001,35,Below LIM,1,0,0.0,Reportable
3548001,35,Indigenous Identity,2,25,31.3,Reportable
3548001,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548001,35,Immigrant Parent(s),4,0,0.0,Reportable
3548001,35,Lone Parent,5,20,26.666666666666668,Reportable
3548013,35,Below LIM,1,0,0.0,Reportable
3548013,35,Indigenous Identity,2,10,50.0,Reportable
3548013,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548013,35,Immigrant Parent(s),4,0,0.0,Reportable
3548013,35,Lone Parent,5,0,0.0,Reportable
3548019,35,Below LIM,1,,,Suppressed
3548019,35,Indigenous Identity,2,0,0.0,Reportable
3548019,35,Parent(s) Less Than High School,3,0,,Reportable
3548019,35,Immigrant Parent(s),4,0,,Reportable
3548019,35,Lone Parent,5,0,,Reportable
3548021,35,Below LIM,1,0,0.0,Reportable
3548021,35,Indigenous Identity,2,25,31.3,Reportable
3548021,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548021,35,Immigrant Parent(s),4,0,0.0,Reportable
3548021,35,Lone Parent,5,45,56.25,Reportable
3548022,35,Below LIM,1,0,0.0,Reportable
3548022,35,Indigenous Identity,2,0,0.0,Reportable
3548022,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548022,35,Immigrant Parent(s),4,0,0.0,Reportable
3548022,35,Lone Parent,5,0,0.0,Reportable
3548027,35,Below LIM,1,30,23.1,Reportable
3548027,35,Indigenous Identity,2,10,7.7,Reportable
3548027,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548027,35,Immigrant Parent(s),4,0,0.0,Reportable
3548027,35,Lone Parent,5,15,11.538461538461538,Reportable
3548031,35,Below LIM,1,45,52.9,Reportable
3548031,35,Indigenous Identity,2,15,17.6,Reportable
3548031,35,Parent(s) Less Than High School,3,30,35.294117647058826,Reportable
3548031,35,Immigrant Parent(s),4,0,0.0,Reportable
3548031,35,Lone Parent,5,10,11.76470588235294,Reportable
3548034,35,Below LIM,1,0,0.0,Reportable
3548034,35,Indigenous Identity,2,60,17.9,Reportable
3548034,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548034,35,Immigrant Parent(s),4,15,4.477611940298507,Reportable
3548034,35,Lone Parent,5,10,2.9850746268656714,Reportable
3548044,35,Below LIM,1,470,17.2,Reportable
3548044,35,Indigenous Identity,2,415,15.2,Reportable
3548044,35,Parent(s) Less Than High School,3,140,5.118829981718465,Reportable
3548044,35,Immigrant Parent(s),4,190,6.946983546617916,Reportable
3548044,35,Lone Parent,5,725,26.508226691042047,Reportable
3548055,35,Below LIM,1,145,19.7,Reportable
3548055,35,Indigenous Identity,2,225,30.6,Reportable
3548055,35,Parent(s) Less Than High School,3,45,6.122448979591836,Reportable
3548055,35,Immigrant Parent(s),4,25,3.4013605442176873,Reportable
3548055,35,Lone Parent,5,190,25.850340136054424,Reportable
3548069,35,Below LIM,1,0,0.0,Reportable
3548069,35,Indigenous Identity,2,10,66.7,Reportable
3548069,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548069,35,Immigrant Parent(s),4,0,0.0,Reportable
3548069,35,Lone Parent,5,0,0.0,Reportable
3548072,35,Below LIM,1,,,Suppressed
3548072,35,Indigenous Identity,2,20,100.0,Reportable
3548072,35,Parent(s) Less Than High School,3,0,,Reportable
3548072,35,Immigrant Parent(s),4,,,Suppressed
3548072,35,Lone Parent,5,,,Missing
3548073,35,Below LIM,1,15,18.8,Reportable
3548073,35,Indigenous Identity,2,60,75.0,Reportable
3548073,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548073,35,Immigrant Parent(s),4,,,Suppressed
3548073,35,Lone Parent,5,,,Missing
3548091,35,Below LIM,1,,,Suppressed
3548091,35,Indigenous Identity,2,0,0.0,Reportable
3548091,35,Parent(s) Less Than High School,3,0,,Reportable
3548091,35,Immigrant Parent(s),4,0,,Reportable
3548091,35,Lone Parent,5,0,,Reportable
3548094,35,Below LIM,1,0,0.0,Reportable
3548094,35,Indigenous Identity,2,0,0.0,Reportable
3548094,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3548094,35,Immigrant Parent(s),4,0,0.0,Reportable
3548094,35,Lone Parent,5,0,0.0,Reportable
3549003,35,Below LIM,1,0,0.0,Reportable
3549003,35,Indigenous Identity,2,25,12.5,Reportable
3549003,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549003,35,Immigrant Parent(s),4,0,0.0,Reportable
3549003,35,Lone Parent,5,20,10.0,Reportable
3549005,35,Below LIM,1,0,0.0,Reportable
3549005,35,Indigenous Identity,2,0,0.0,Reportable
3549005,35,Parent(s) Less Than High School,3,0,,Reportable
3549005,35,Immigrant Parent(s),4,0,,Reportable
3549005,35,Lone Parent,5,0,,Reportable
3549012,35,Below LIM,1,0,0.0,Reportable
3549012,35,Indigenous Identity,2,0,0.0,Reportable
3549012,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549012,35,Immigrant Parent(s),4,0,0.0,Reportable
3549012,35,Lone Parent,5,15,33.33333333333333,Reportable
3549014,35,Below LIM,1,0,0.0,Reportable
3549014,35,Indigenous Identity,2,0,0.0,Reportable
3549014,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549014,35,Immigrant Parent(s),4,0,0.0,Reportable
3549014,35,Lone Parent,5,20,19.047619047619047,Reportable
3549018,35,Below LIM,1,0,0.0,Reportable
3549018,35,Indigenous Identity,2,0,0.0,Reportable
3549018,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549018,35,Immigrant Parent(s),4,0,0.0,Reportable
3549018,35,Lone Parent,5,0,0.0,Reportable
3549019,35,Below LIM,1,0,0.0,Reportable
3549019,35,Indigenous Identity,2,0,0.0,Reportable
3549019,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549019,35,Immigrant Parent(s),4,0,0.0,Reportable
3549019,35,Lone Parent,5,0,0.0,Reportable
3549022,35,Below LIM,1,0,0.0,Reportable
3549022,35,Indigenous Identity,2,0,0.0,Reportable
3549022,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549022,35,Immigrant Parent(s),4,0,0.0,Reportable
3549022,35,Lone Parent,5,10,15.384615384615385,Reportable
3549024,35,Below LIM,1,0,0.0,Reportable
3549024,35,Indigenous Identity,2,0,0.0,Reportable
3549024,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549024,35,Immigrant Parent(s),4,0,0.0,Reportable
3549024,35,Lone Parent,5,0,0.0,Reportable
3549028,35,Below LIM,1,0,0.0,Reportable
3549028,35,Indigenous Identity,2,0,0.0,Reportable
3549028,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549028,35,Immigrant Parent(s),4,0,0.0,Reportable
3549028,35,Lone Parent,5,0,0.0,Reportable
3549031,35,Below LIM,1,25,27.8,Reportable
3549031,35,Indigenous Identity,2,10,11.1,Reportable
3549031,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549031,35,Immigrant Parent(s),4,10,11.11111111111111,Reportable
3549031,35,Lone Parent,5,0,0.0,Reportable
3549032,35,Below LIM,1,70,21.2,Reportable
3549032,35,Indigenous Identity,2,35,10.6,Reportable
3549032,35,Parent(s) Less Than High School,3,60,18.181818181818183,Reportable
3549032,35,Immigrant Parent(s),4,80,24.242424242424242,Reportable
3549032,35,Lone Parent,5,105,31.818181818181817,Reportable
3549036,35,Below LIM,1,0,0.0,Reportable
3549036,35,Indigenous Identity,2,20,28.6,Reportable
3549036,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549036,35,Immigrant Parent(s),4,0,0.0,Reportable
3549036,35,Lone Parent,5,0,0.0,Reportable
3549039,35,Below LIM,1,0,0.0,Reportable
3549039,35,Indigenous Identity,2,0,0.0,Reportable
3549039,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549039,35,Immigrant Parent(s),4,0,0.0,Reportable
3549039,35,Lone Parent,5,0,0.0,Reportable
3549043,35,Below LIM,1,0,0.0,Reportable
3549043,35,Indigenous Identity,2,0,0.0,Reportable
3549043,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549043,35,Immigrant Parent(s),4,0,0.0,Reportable
3549043,35,Lone Parent,5,30,46.15384615384615,Reportable
3549046,35,Below LIM,1,0,0.0,Reportable
3549046,35,Indigenous Identity,2,0,0.0,Reportable
3549046,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549046,35,Immigrant Parent(s),4,10,8.695652173913043,Reportable
3549046,35,Lone Parent,5,25,21.73913043478261,Reportable
3549048,35,Below LIM,1,0,0.0,Reportable
3549048,35,Indigenous Identity,2,0,0.0,Reportable
3549048,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549048,35,Immigrant Parent(s),4,0,0.0,Reportable
3549048,35,Lone Parent,5,10,18.181818181818183,Reportable
3549051,35,Below LIM,1,,,Suppressed
3549051,35,Indigenous Identity,2,0,0.0,Reportable
3549051,35,Parent(s) Less Than High School,3,0,,Reportable
3549051,35,Immigrant Parent(s),4,0,,Reportable
3549051,35,Lone Parent,5,0,,Reportable
3549054,35,Below LIM,1,0,0.0,Reportable
3549054,35,Indigenous Identity,2,0,0.0,Reportable
3549054,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549054,35,Immigrant Parent(s),4,0,0.0,Reportable
3549054,35,Lone Parent,5,0,0.0,Reportable
3549056,35,Below LIM,1,0,0.0,Reportable
3549056,35,Indigenous Identity,2,0,0.0,Reportable
3549056,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549056,35,Immigrant Parent(s),4,0,0.0,Reportable
3549056,35,Lone Parent,5,10,20.0,Reportable
3549060,35,Below LIM,1,45,21.9,Reportable
3549060,35,Indigenous Identity,2,10,4.9,Reportable
3549060,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549060,35,Immigrant Parent(s),4,10,4.878048780487805,Reportable
3549060,35,Lone Parent,5,20,9.75609756097561,Reportable
3549066,35,Below LIM,1,0,0.0,Reportable
3549066,35,Indigenous Identity,2,10,4.3,Reportable
3549066,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549066,35,Immigrant Parent(s),4,0,0.0,Reportable
3549066,35,Lone Parent,5,20,8.51063829787234,Reportable
3549071,35,Below LIM,1,0,0.0,Reportable
3549071,35,Indigenous Identity,2,10,14.3,Reportable
3549071,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549071,35,Immigrant Parent(s),4,0,0.0,Reportable
3549071,35,Lone Parent,5,0,0.0,Reportable
3549072,35,Below LIM,1,,,Suppressed
3549072,35,Indigenous Identity,2,10,100.0,Reportable
3549072,35,Parent(s) Less Than High School,3,0,,Reportable
3549072,35,Immigrant Parent(s),4,,,Suppressed
3549072,35,Lone Parent,5,,,Missing
3549073,35,Below LIM,1,0,0.0,Reportable
3549073,35,Indigenous Identity,2,15,100.0,Reportable
3549073,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549073,35,Immigrant Parent(s),4,,,Suppressed
3549073,35,Lone Parent,5,,,Missing
3549075,35,Below LIM,1,,,Suppressed
3549075,35,Indigenous Identity,2,,,Suppressed
3549075,35,Parent(s) Less Than High School,3,,,Suppressed
3549075,35,Immigrant Parent(s),4,,,Suppressed
3549075,35,Lone Parent,5,,,Suppressed
3549076,35,Below LIM,1,,,Suppressed
3549076,35,Indigenous Identity,2,15,100.0,Reportable
3549076,35,Parent(s) Less Than High School,3,0,,Reportable
3549076,35,Immigrant Parent(s),4,,,Suppressed
3549076,35,Lone Parent,5,,,Missing
3549077,35,Below LIM,1,,,Suppressed
3549077,35,Indigenous Identity,2,10,100.0,Reportable
3549077,35,Parent(s) Less Than High School,3,0,,Reportable
3549077,35,Immigrant Parent(s),4,,,Suppressed
3549077,35,Lone Parent,5,,,Missing
3549078,35,Below LIM,1,,,Suppressed
3549078,35,Indigenous Identity,2,15,100.0,Reportable
3549078,35,Parent(s) Less Than High School,3,0,,Reportable
3549078,35,Immigrant Parent(s),4,,,Suppressed
3549078,35,Lone Parent,5,,,Missing
3549093,35,Below LIM,1,,,Suppressed
3549093,35,Indigenous Identity,2,,,Suppressed
3549093,35,Parent(s) Less Than High School,3,,,Suppressed
3549093,35,Immigrant Parent(s),4,,,Suppressed
3549093,35,Lone Parent,5,,,Suppressed
3549095,35,Below LIM,1,,,Suppressed
3549095,35,Indigenous Identity,2,0,0.0,Reportable
3549095,35,Parent(s) Less Than High School,3,0,,Reportable
3549095,35,Immigrant Parent(s),4,0,,Reportable
3549095,35,Lone Parent,5,0,,Reportable
3549096,35,Below LIM,1,0,0.0,Reportable
3549096,35,Indigenous Identity,2,0,0.0,Reportable
3549096,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3549096,35,Immigrant Parent(s),4,0,0.0,Reportable
3549096,35,Lone Parent,5,15,20.0,Reportable
3551001,35,Below LIM,1,0,0.0,Reportable
3551001,35,Indigenous Identity,2,0,0.0,Reportable
3551001,35,Parent(s) Less Than High School,3,0,,Reportable
3551001,35,Immigrant Parent(s),4,0,,Reportable
3551001,35,Lone Parent,5,0,,Reportable
3551006,35,Below LIM,1,0,0.0,Reportable
3551006,35,Indigenous Identity,2,10,14.3,Reportable
3551006,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3551006,35,Immigrant Parent(s),4,0,0.0,Reportable
3551006,35,Lone Parent,5,10,14.285714285714285,Reportable
3551011,35,Below LIM,1,0,0.0,Reportable
3551011,35,Indigenous Identity,2,15,60.0,Reportable
3551011,35,Parent(s) Less Than High School,3,0,0.0,Reportable
3551011,35,Immigrant Parent(s),4,0,0.0,Reportable
3551011,35,Lone Parent,5,0,0.0,Reportable
3551017,35,Below LIM,1,0,0.0,Reportable
3551017,35,Indigenous Identity,2,25,31.3,Reportable
3551017,35,Parent(s) Less Than High School,3,0,0.0,Reportable
