CSD Number,CSD Name,Province Code,Province Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Population in Census Families,Children Aged 0 to 5,Child Population Band,Child Population Band Sort,Public Denominator Flag,Population Status,Children Status,MIZ Status,Province Status
4709001,Calder No. 241,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,275,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709002,Calder,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,35,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709006,Wallace No. 243,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,770,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709009,Rhein,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,140,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709011,Orkney No. 244,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,1640,110,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709012,Yorkton,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,12550,1055,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4709014,Ebenezer,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,185,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709016,Springside,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,400,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709019,Garry No. 245,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,330,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709023,Insinger No. 275,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,310,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709024,Sheho,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,105,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709028,Theodore,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,255,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709029,Good Lake No. 274,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,825,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709032,Canora,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,1465,140,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709033,Sliding Hills No. 273,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,375,15,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709037,Cote No. 271,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,435,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709038,Togo,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,25,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709039,Kamsack,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,1305,140,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709042,St. Philips No. 301,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,140,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709044,Pelly,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,175,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709046,Keys No. 303,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,400,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709049,Buchanan No. 304,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,280,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709053,Buchanan,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,165,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709054,Invermay No. 305,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,215,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709056,Rama,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,40,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709058,Invermay,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,205,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709060,Hazel Dell No. 335,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,440,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709061,Lintlaw,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709062,Preeceville No. 334,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,810,105,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709064,Preeceville,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,725,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709065,Endeavour,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,85,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709066,Sturgis,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,535,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709067,Clayton No. 333,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,575,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709069,Stenen,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,75,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709071,Hyas,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709072,Norquay,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,300,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709075,Livingston No. 331,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,265,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709076,Arran,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4709819,Cote 64,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,625,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709820,Keeseekoose 66,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,495,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4709821,The Key 65,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,105,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4709822,Keeseekoose 66A,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4709824,Keeseekoose 66-CA-04,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4709826,Keeseekoose 66-CA-05,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4709828,Keeseekoose 66-CA-06,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4709830,Keeseekoose 66-KE-04,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4709832,Keeseekoose 66-KE-05,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710002,Hubbard,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,60,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710003,Ituna Bon Accord No. 246,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,290,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710004,Ituna,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,455,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710008,Kellross No. 247,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,435,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710009,Kelliher,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,225,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710011,Leross,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710014,Touchwood No. 248,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,310,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710022,Semans,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,100,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710024,Mount Hope No. 279,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,450,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710027,Raymore,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,410,15,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710028,Quinton,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,15,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710029,Punnichy,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,150,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710031,Emerald No. 277,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,325,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710034,Chorney Beach,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710035,Leslie Beach,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,50,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710036,Foam Lake No. 276,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,455,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710038,Foam Lake,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,820,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710041,Elfros No. 307,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,315,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710043,Elfros,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,85,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710046,Big Quill No. 308,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,380,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710047,Wynyard,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,1325,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710052,Prairie Rose No. 309,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710054,Jansen,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710056,Leroy No. 339,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,395,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710058,Leroy,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,465,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710061,Lakeside No. 338,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,275,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710062,Watson,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,555,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710064,Quill Lake,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,230,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710066,Lakeview No. 337,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,330,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710068,Wadena,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,910,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710071,Sasman No. 336,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,725,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710072,Margo,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,30,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710801,Muskowekwan 85-4,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710822,Muskowekwan 85,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,380,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710823,Gordon 86,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,625,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710824,Day Star 87,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4710825,Poorman 88,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,545,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710826,Fishing Lake 89,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,390,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4710828,Beardy's and Okemasis 96 and 97A,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710832,Muskowekwan 85-17,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710834,Muskowekwan 85-26,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710836,Muskowekwan 85-33,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710838,Muskowekwan 85-28,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710840,Muskowekwan 85-29,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710842,Muskowekwan 85-23,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710843,Muskowekwan 85-12,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710845,Muskowekwan 85-22,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710846,Muskowekwan 85-27,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710847,Muskowekwan 85-10,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710848,Muskowekwan 85-1,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710849,Muskowekwan 85-8,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710850,Muskowekwan 85-15,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710851,Muskowekwan 85-2A,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4710852,Muskowekwan 85-31,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4711002,Duval,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,90,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711003,Last Mountain Valley No. 250,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,285,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711004,Govan,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711006,Big Arm No. 251,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,150,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711007,Etters Beach,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4711008,Imperial,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,350,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711009,Liberty,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,30,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711011,Arm River No. 252,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,220,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711014,Davidson,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,760,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711016,Willner No. 253,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,185,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711018,Loreburn No. 254,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,320,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711019,Elbow,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,330,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711021,Loreburn,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,70,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711022,Strongfield,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711024,Hawarden,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711026,Rudy No. 284,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,400,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711027,Outlook,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,1750,195,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711028,Broderick,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711029,Glenside,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4711031,Rosedale No. 283,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,465,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711032,Hanley,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,445,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711034,McCraney No. 282,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,230,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711036,Kenaston,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,215,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711038,Bladworth,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,60,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711039,Wood Creek No. 281,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,250,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711041,Simpson,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,105,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711042,Wreford No. 280,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,90,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4711044,Nokomis,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,280,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711046,Usborne No. 310,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,420,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4711048,Drake,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
