CSD Number,CSD Name,Province Code,Province Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Population in Census Families,Children Aged 0 to 5,Child Population Band,Child Population Band Sort,Public Denominator Flag,Population Status,Children Status,MIZ Status,Province Status
4706037,McLean,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,290,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706038,Indian Head No. 156,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,310,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706039,Indian Head,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,1420,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706041,Sintaluta,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,90,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706042,Abernethy No. 186,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,290,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706045,Fort San,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,185,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706046,Abernethy,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706047,Balcarres,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,495,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706048,North Qu'Appelle No. 187,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,825,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706049,Lebret,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,150,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706050,Katepwa,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,465,15,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706051,Fort Qu'Appelle,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,1480,180,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706052,B-Say-Tah,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,135,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706053,Lumsden No. 189,47,Saskatchewan,1,Inside CMA,Inside CMA,CMA,1785,130,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706054,Disley,47,Saskatchewan,1,Inside CMA,Inside CMA,CMA,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706055,Buena Vista,47,Saskatchewan,1,Inside CMA,Inside CMA,CMA,560,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706056,Lumsden,47,Saskatchewan,1,Inside CMA,Inside CMA,CMA,1590,115,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706057,Lumsden Beach,47,Saskatchewan,1,Inside CMA,Inside CMA,CMA,25,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706058,Regina Beach,47,Saskatchewan,1,Inside CMA,Inside CMA,CMA,1065,95,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706059,Dufferin No. 190,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,395,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706060,Wee Too Beach,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,80,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706061,Bethune,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,375,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706062,Findlater,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4706063,Sarnia No. 221,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,235,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706064,Chamberlain,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,75,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706065,Alice Beach,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706067,Holdfast,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,220,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706068,Dilke,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,0,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706069,Grandview Beach,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,65,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706070,Longlaketon No. 219,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,975,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706071,McKillop No. 220,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,800,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706072,Saskatchewan Beach,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,305,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706073,Bulyea,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,130,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706074,Strasbourg,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,505,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706075,Kannata Valley,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,120,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706076,Sunset Cove,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4706077,Silton,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706078,Craven,47,Saskatchewan,1,Inside CMA,Inside CMA,CMA,305,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706079,Earl Grey,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,130,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706080,Glen Harbour,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,40,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706081,North Grove,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,110,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706082,Pelican Pointe,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4706085,Island View,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,125,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706091,Cupar No. 218,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,505,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706092,Southey,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,745,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706093,Markinch,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4706094,Cupar,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,450,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706096,Lipton No. 217,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,380,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706097,Dysart,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706098,Lipton,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,265,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706099,Tullymet No. 216,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,205,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706809,Piapot 75,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,585,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706810,Assiniboine 76,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,575,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706811,Standing Buffalo 78,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,465,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706812,Pasqua 79,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,525,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706813,Muscowpetung 80,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,220,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706814,Little Black Bear 84,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706815,Okanese 82,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,175,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706816,Peepeekisis 81,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,430,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4706818,Star Blanket 83,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,130,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706820,Wa-Pii Moos-Toosis (White Calf) 83A,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,65,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4706828,Star Blanket 83C,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4706829,Treaty Four Reserve Grounds 77,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4706830,Carry the Kettle 76-19,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4706831,Carry the Kettle 76-110,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4707001,Baildon No. 131,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,490,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707004,Hillsborough No. 132,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,85,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707006,Rodgers No. 133,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,90,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707008,Coderre,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4707011,Shamrock No. 134,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,150,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707012,Shamrock,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4707014,Lawtonia No. 135,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,190,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707016,Hodgeville,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,150,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707018,Coulee No. 136,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,430,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707020,Beaver Flat,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,65,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707021,Excelsior No. 166,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,540,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707022,Waldeck,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,285,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707023,Rush Lake,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,30,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707024,Morse No. 165,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,310,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707026,Herbert,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,575,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707027,Morse,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707028,Ernfold,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4707029,Chaplin No. 164,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,65,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707031,Chaplin,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,175,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707032,Wheatlands No. 163,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,170,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707034,Mortlach,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,270,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707036,Caron No. 162,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,525,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707037,Caronport,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,925,95,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707038,Moose Jaw No. 161,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,1025,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707039,Moose Jaw,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,25885,2045,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4707042,Marquis No. 191,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,315,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707043,Tuxford,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,110,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707044,Marquis,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,75,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707045,Sun Valley,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707047,Eyebrow No. 193,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,180,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707048,Brownlee,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,35,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707049,Eyebrow,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,120,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707051,South Lake,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,180,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707053,Enfield No. 194,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,315,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707054,Central Butte,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,285,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707058,Canaan No. 225,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,140,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707059,Lucky Lake,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,165,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707062,Beechy,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,195,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707063,Victory No. 226,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,330,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707066,King George No. 256,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,185,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707067,Coteau No. 255,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,240,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707068,Coteau Beach,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,135,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707071,Maple Bush No. 224,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,120,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707072,Riverhurst,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,145,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707074,Mistusinne,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707076,Huron No. 223,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,70,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707077,Tugaske,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4707091,Craik No. 222,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,215,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707092,Craik,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,310,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4707093,Aylesbury,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4708001,Swift Current No. 137,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,1755,165,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708004,Swift Current,47,Saskatchewan,3,Inside non-tracted CA,Inside non-tracted CA,CA,12960,1020,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4708006,Webb No. 138,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,195,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708008,Webb,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,80,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708009,Gull Lake No. 139,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,195,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708011,Gull Lake,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,720,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708012,Tompkins,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,70,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708016,Big Stick No. 141,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,100,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708018,Golden Prairie,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4708021,Enterprise No. 142,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,170,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708022,Richmound,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,105,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708024,Fox Valley No. 171,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708026,Fox Valley,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,240,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708028,Pittville No. 169,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,150,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708029,Hazlet,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708031,Riverside No. 168,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,295,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708032,Cabri,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,260,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708034,Pennant,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,110,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708036,Success,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4708038,Saskatchewan Landing No. 167,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,360,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708039,Stewart Valley,47,Saskatchewan,4,Strong MIZ,Strong MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708042,Lacadena No. 228,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,610,75,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708044,Kyle,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,220,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708046,Miry Creek No. 229,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,215,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708048,Abbey,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,60,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708049,Lancer,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,40,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708053,Clinworth No. 230,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,90,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708054,Sceptre,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,45,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708056,Happyland No. 231,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,295,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708057,Prelate,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,75,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708058,Leader,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,720,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708059,Mendham,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4708061,Deer Forks No. 232,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,65,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708062,Burstall,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,255,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708065,Chesterfield No. 261,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,315,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708068,Eatonia,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,405,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708071,Newcombe No. 260,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,205,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4708074,Snipe Lake No. 259,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,425,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708076,Eston,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,760,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708092,Monet No. 257,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,335,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4708094,Elrose,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,350,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
