Record Type,Province Code,Province Name,Is Canada,Population in Census Families,Children Aged 0 to 5,Population Status,Children Status,CSD Number,CSD Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Child Population Band,Child Population Band Sort,Public Denominator Flag,MIZ Status,Province Status,Indicator,Indicator Short Name,Indicator Description,Indicator Sort,Children Count,Percent,Value Status,Note Number,Note
CSD,35,Ontario,,410,45,Reportable,Reportable,3558012,Gillies,1,Inside CMA,Inside CMA,CMA,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,650,55,Reportable,Reportable,3558016,O'Connor,1,Inside CMA,Inside CMA,CMA,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,685,65,Reportable,Reportable,3558019,Conmee,1,Inside CMA,Inside CMA,CMA,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,2820,100,Reportable,Reportable,3558028,Shuniah,1,Inside CMA,Inside CMA,CMA,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,355,0,Reportable,Reportable,3558034,Dorion,5,Moderate MIZ,Moderate MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,795,85,Reportable,Reportable,3558041,Red Rock,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,1100,60,Reportable,Reportable,3558044,Nipigon,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,800,25,Reportable,Reportable,3558051,Schreiber,5,Moderate MIZ,Moderate MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,1160,65,Reportable,Reportable,3558054,Terrace Bay,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,2555,175,Reportable,Reportable,3558059,Marathon,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,110,,Reportable,Suppressed,3558060,Pic Mobert North,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,110,,Reportable,Suppressed,3558061,Pic Mobert South,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,305,25,Reportable,Reportable,3558062,Pic River 50,6,Weak MIZ,Weak MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,85,,Reportable,Suppressed,3558063,Pays Plat 51,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,205,,Reportable,Suppressed,3558064,Lake Helen 53A,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,65,,Reportable,Suppressed,3558065,Gull River 55,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,1530,95,Reportable,Reportable,3558066,Manitouwadge,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,155,,Reportable,Suppressed,3558067,Ginoogaming First Nation,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,355,50,Reportable,Reportable,3558068,Long Lake 58,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,120,,Reportable,Suppressed,3558069,Rocky Bay 1,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3558074,Sand Point First Nation,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,3450,295,Reportable,Reportable,3558075,Greenstone,6,Weak MIZ,Weak MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,135,,Reportable,Suppressed,3558076,Aroland,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3558077,Lake Nipigon,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,80,,Reportable,Suppressed,3558080,Ojibway Nation of Saugeen (Savant Lake),7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,215,,Reportable,Suppressed,3558085,Osnaburgh 63A,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,5010,390,Reportable,Reportable,3558090,"Thunder Bay, Unorganized",4,Strong MIZ,Strong MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3558092,Red Rock 53,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,245,30,Reportable,Reportable,3558097,Whitesand,5,Moderate MIZ,Moderate MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3558100,Lac des Mille Lacs 22A1,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,2010,110,Reportable,Reportable,3559001,Atikokan,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,870,100,Reportable,Reportable,3559011,Alberton,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,5705,400,Reportable,Reportable,3559012,Fort Frances,6,Weak MIZ,Weak MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,785,100,Reportable,Reportable,3559016,La Vallee,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,1030,80,Reportable,Reportable,3559019,Emo,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,765,60,Reportable,Reportable,3559024,Chapple,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,225,20,Reportable,Reportable,3559026,Manitou Rapids 11,7,No MIZ,No MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,335,0,Reportable,Reportable,3559031,Morley,6,Weak MIZ,Weak MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,335,20,Reportable,Reportable,3559040,Dawson,7,No MIZ,No MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,605,50,Reportable,Reportable,3559042,Rainy River,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3559046,Assabaska,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,170,,Reportable,Suppressed,3559047,Lake of the Woods,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,200,25,Reportable,Reportable,3559051,Big Grassy River 35G,5,Moderate MIZ,Moderate MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3559052,Big Island Mainland 93,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,120,,Reportable,Suppressed,3559053,Saug-A-Gaw-Sing 1,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,105,,Reportable,Suppressed,3559060,Neguaguon Lake 25D,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,100,,Reportable,Suppressed,3559061,Rainy Lake 18C,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3559062,Agency 1,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,520,45,Reportable,Reportable,3559063,Couchiching 16A,6,Weak MIZ,Weak MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,135,,Reportable,Suppressed,3559064,Rainy Lake 26A,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,230,25,Reportable,Reportable,3559066,Seine River 23A,7,No MIZ,No MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,185,,Reportable,Suppressed,3559068,Rainy Lake 17A,5,Moderate MIZ,Moderate MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3559069,Rainy Lake 17B,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3559089,Sturgeon Falls 23,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,1180,75,Reportable,Reportable,3559090,"Rainy River, Unorganized",6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,910,85,Reportable,Reportable,3560001,Ignace,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,510,50,Reportable,Reportable,3560004,Whitefish Bay 32A,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,75,,Reportable,Suppressed,3560005,Whitefish Bay 33A,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,400,20,Reportable,Reportable,3560008,Sioux Narrows-Nestor Falls,6,Weak MIZ,Weak MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,11560,840,Reportable,Reportable,3560010,Kenora,3,Inside non-tracted CA,Inside non-tracted CA,CA,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,810,50,Reportable,Reportable,3560021,Machin,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,210,20,Reportable,Reportable,3560024,Eagle Lake 27,6,Weak MIZ,Weak MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,5720,335,Reportable,Reportable,3560027,Dryden,6,Weak MIZ,Weak MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,855,55,Reportable,Reportable,3560032,Ear Falls,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,4700,320,Reportable,Reportable,3560034,Sioux Lookout,6,Weak MIZ,Weak MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,3330,270,Reportable,Reportable,3560042,Red Lake,6,Weak MIZ,Weak MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,235,70,Reportable,Reportable,3560046,Slate Falls,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,275,0,Reportable,Reportable,3560049,Pickle Lake,6,Weak MIZ,Weak MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Missing,Missing,3560050,Fort Albany (Part) 67,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,1410,185,Reportable,Reportable,3560051,Attawapiskat 91A,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,205,,Reportable,Suppressed,3560052,Marten Falls 65,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,870,135,Reportable,Reportable,3560053,Fort Hope 64,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,590,100,Reportable,Reportable,3560054,Cat Lake 63C,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,470,90,Reportable,Reportable,3560055,Osnaburgh 63B,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,850,105,Reportable,Reportable,3560056,Lac Seul 28,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,125,,Reportable,Suppressed,3560057,Wabigoon Lake 27,6,Weak MIZ,Weak MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,495,60,Reportable,Reportable,3560058,English River 21,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,810,95,Reportable,Reportable,3560059,Weagamow Lake 87,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,35,,Reportable,Suppressed,3560060,Northwest Angle 33B,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,640,80,Reportable,Reportable,3560061,Wabaseemoong,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,340,50,Reportable,Reportable,3560063,Sabaskong Bay 35D,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,60,,Reportable,Suppressed,3560064,Shoal Lake 34B2,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,35,,Reportable,Suppressed,3560065,Lake of the Woods 37,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,340,40,Reportable,Reportable,3560066,Kenora 38B,4,Strong MIZ,Strong MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,610,110,Reportable,Reportable,3560067,Poplar Hill,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,365,55,Reportable,Reportable,3560068,Shoal Lake 39A,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,145,,Reportable,Suppressed,3560069,Rat Portage 38A,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,975,135,Reportable,Reportable,3560070,Deer Lake,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,1805,295,Reportable,Reportable,3560071,Sandy Lake 88,6,Weak MIZ,Weak MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,910,140,Reportable,Reportable,3560075,Kitchenuhmaykoosib Aaki 84,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,530,75,Reportable,Reportable,3560076,Sachigo Lake 1,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Missing,Missing,3560077,Pikangikum 14,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,320,40,Reportable,Reportable,3560078,Fort Severn 89,7,No MIZ,No MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,650,95,Reportable,Reportable,3560079,Webequie,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,215,35,Reportable,Reportable,3560080,North Spirit Lake,7,No MIZ,No MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3560081,Lansdowne House,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,90,,Reportable,Suppressed,3560082,Shoal Lake (Part) 40,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,105,,Reportable,Suppressed,3560083,Whitefish Bay 34A,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,45,,Reportable,Suppressed,3560084,Wabauskang 21,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,530,75,Reportable,Reportable,3560085,Wunnumin 1,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,315,60,Reportable,Reportable,3560086,Summer Beaver,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,390,60,Reportable,Reportable,3560088,Wapekeka 2,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,155,,Reportable,Suppressed,3560089,The Dalles 38C,4,Strong MIZ,Strong MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,6255,380,Reportable,Reportable,3560090,"Kenora, Unorganized",5,Moderate MIZ,Moderate MIZ,MIZ,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,195,,Reportable,Suppressed,3560091,Peawanuck,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,210,,Reportable,Suppressed,3560093,Neskantaga,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,380,65,Reportable,Reportable,3560095,Bearskin Lake,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,910,125,Reportable,Reportable,3560096,Kasabonika Lake,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Missing,Missing,3560097,Muskrat Dam Lake,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,455,55,Reportable,Reportable,3560098,Kingfisher Lake 1,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,,,Suppressed,Suppressed,3560100,Wawakapewin,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,35,Ontario,,375,50,Reportable,Reportable,3560104,Kee-Way-Win,7,No MIZ,No MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1420,95,Reportable,Reportable,4601035,Stuartburn,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1335,125,Reportable,Reportable,4601039,Piney,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1295,105,Reportable,Reportable,4601043,Reynolds,4,Strong MIZ,Strong MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1255,90,Reportable,Reportable,4601046,Whitemouth,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1300,60,Reportable,Reportable,4601051,Pinawa,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,2540,85,Reportable,Reportable,4601057,Lac du Bonnet,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1040,75,Reportable,Reportable,4601060,Lac du Bonnet,6,Weak MIZ,Weak MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,195,,Reportable,Suppressed,4601070,Buffalo Point 36,5,Moderate MIZ,Moderate MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,3080,120,Reportable,Reportable,4601071,Alexander,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,950,95,Reportable,Reportable,4601075,Powerview-Pine Falls,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,330,0,Reportable,Reportable,4601078,Victoria Beach,5,Moderate MIZ,Moderate MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,,,Suppressed,Suppressed,4601079,Shoal Lake (Part) 40,7,No MIZ,No MIZ,MIZ,Unknown / suppressed,5,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1025,0,Reportable,Reportable,4601094,"Division No.  1, Unorganized",4,Strong MIZ,Strong MIZ,MIZ,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
CSD,46,Manitoba,,1890,170,Reportable,Reportable,4602024,Emerson-Franklin,5,Moderate MIZ,Moderate MIZ,MIZ,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,,,,,,,,,
